交易时间,交易标的,交易前仓位,交易后仓位,交易价格,交易仓位,交易方向,交易思路
2025/10/9 22:09,ORCL,25.40%,74.00%,294.466,48.60%,B,
2025/10/9 21:09,ORCL,0.00%,25.00%,290.005,25.00%,B,
2025/10/9 21:09,TSLA,24.63%,0.00%,431.375,-24.63%,S,
2025/10/9 02:22,RKLB,29.14%,15.00%,64.285,-14.14%,S,
2025/10/9 02:22,AMD,41.46%,30.00%,232.24,-11.46%,S,
2025/10/9 02:22,TSLA,0.00%,25.00%,439.58,25.00%,B,
2025/10/9 01:10,CWVX,0.00%,10.00%,21.208,10.00%,B,
2025/10/9 01:10,RXRX,9.93%,0.00%,6.175,-9.93%,S,
2025/10/9 00:08,INTW,0.00%,20.00%,48.57,20.00%,B,
2025/10/9 00:08,AMDL,9.87%,0.00%,18.78,-9.87%,S,
2025/10/9 00:08,RXRX,19.94%,10.00%,6.16,-9.94%,S,
2025/10/8 23:33,AMDL,20.42%,10.00%,18.88,-10.42%,S,
2025/10/8 23:33,RKLB,39.12%,30.00%,65.2,-9.12%,S,
2025/10/8 23:33,RXRX,0.00%,19.00%,5.822,19.00%,B,
2025/10/8 22:11,AMDL,12.96%,20.00%,18.505,7.04%,B,
2025/10/8 22:11,RKLB,32.86%,40.00%,66.72,7.14%,B,
2025/10/8 22:11,AMD,29.79%,40.00%,221.55,10.21%,B,
2025/10/8 22:11,INTC,23.53%,0.00%,36.455,-23.53%,S,
2025/10/8 21:56,AMDL,0.00%,13.00%,18.645,13.00%,B,
2025/10/8 21:56,TSLA,13.90%,0.00%,431.12,-13.90%,S,
2025/10/8 00:04,RKLB,25.14%,30.00%,58.59,4.86%,B,
2025/10/8 00:04,SOXS,19.54%,0.00%,4.475,-19.54%,S,
2025/10/8 00:04,AMD,19.64%,30.00%,213,10.36%,B,
2025/10/8 00:04,INTC,20.50%,25.00%,36.97,4.50%,B,
2025/10/7 23:50,SOXS,0.00%,20.00%,4.541,20.00%,B,
2025/10/7 23:50,TSLA,35.15%,15.00%,439.15,-20.15%,S,
2025/10/7 17:43,ALAB,19.74%,0.00%,220.82,-19.74%,S,
2025/10/7 17:43,AMD,0.00%,20.00%,217.68,20.00%,B,
2025/10/7 05:16,RKLB,31.20%,25.00%,58.9,-6.20%,S,
2025/10/7 05:16,INTC,48.74%,20.00%,36.89,-28.74%,S,
2025/10/7 05:16,TSLA,0.00%,35.00%,442.432,35.00%,B,
2025/10/6 20:02,ALAB,0.00%,20.00%,223.1,20.00%,B,
2025/10/6 20:02,SQQQ,20.14%,0.00%,14.711,-20.14%,S,
2025/10/4 03:26,RKLB,20.28%,30.00%,56.44,9.72%,B,
2025/10/4 03:26,SQQQ,29.82%,20.00%,15.035,-9.82%,S,
2025/10/4 02:50,RKLB,30.50%,20.00%,55.444,-10.50%,S,
2025/10/4 02:50,SQQQ,20.04%,30.00%,15.17,9.96%,B,
2025/10/4 02:23,SQQQ,29.51%,20.00%,15.01,-9.51%,S,
2025/10/4 02:23,INTC,40.21%,49.70%,37.255,9.49%,B,
2025/10/4 01:54,INTW,41.68%,0.00%,46.6,-41.68%,S,
2025/10/4 01:54,RKLB,39.85%,30.00%,54.06,-9.85%,S,
2025/10/4 01:54,SQQQ,0.00%,30.00%,15.17,30.00%,B,
2025/10/4 01:54,INTC,0.00%,40.00%,36.816,40.00%,B,
2025/10/4 01:44,CRWV,39.25%,0.00%,133.5,-39.25%,S,
2025/10/4 01:44,RKLB,18.44%,40.00%,55.2,21.56%,B,
2025/10/4 00:55,RKLB,0.00%,18.00%,55.282,18.00%,B,
2025/10/4 00:55,AMD,18.38%,0.00%,167.59,-18.38%,S,
2025/10/3 23:01,CRWV,28.40%,40.00%,139.322,11.60%,B,
2025/10/3 23:01,AMD,29.73%,18.50%,168.266,-11.23%,S,
2025/10/3 21:42,CRWV,19.26%,28.00%,138.61,8.74%,B,
2025/10/3 21:42,RZLV,8.81%,0.00%,7.235,-8.81%,S,
2025/10/3 21:30,RZLV,8.34%,8.45%,6.941,0.11%,B,
2025/10/3 20:33,RZLV,0.00%,8.50%,6.98,8.50%,B,
2025/10/3 20:33,AMD,38.83%,30.00%,170.39,-8.83%,S,
2025/10/2 22:00,CRWV,29.45%,20.00%,137.355,-9.45%,S,
2025/10/2 22:00,AMD,30.12%,39.90%,168.33,9.78%,B,
2025/10/2 21:42,CRWV,19.59%,30.00%,139.34,10.41%,B,
2025/10/2 21:42,QS,14.48%,0.00%,14.63,-14.48%,S,
2025/10/2 21:42,ACMR,11.99%,0.00%,43.93,-11.99%,S,
2025/10/2 21:42,AMD,14.50%,30.00%,166.974,15.50%,B,
2025/10/2 18:55,INTW,54.48%,40.00%,44.34,-14.48%,S,
2025/10/2 18:55,AMD,0.00%,14.60%,169.125,14.60%,B,
2025/10/2 01:22,CRWV,24.95%,20.00%,135.999,-4.95%,S,
2025/10/2 01:22,SMR,4.96%,0.00%,36.84,-4.96%,S,
2025/10/2 01:22,QS,6.99%,15.00%,14.495,8.01%,B,
2025/10/2 01:22,ACMR,10.13%,12.00%,42.02,1.87%,B,
2025/10/2 00:21,CRWV,47.16%,25.00%,134.75,-22.16%,S,
2025/10/2 00:21,SMR,0.00%,5.00%,36.69,5.00%,B,
2025/10/2 00:21,QS,0.00%,7.00%,14.35,7.00%,B,
2025/10/2 00:21,ACMR,0.00%,10.00%,41.005,10.00%,B,
2025/10/1 02:20,CRWV,38.87%,49.00%,137.615,10.13%,B,
2025/10/1 01:20,NBIS,9.96%,0.00%,112.18,-9.96%,S,
2025/10/1 00:26,CRWV,26.46%,39.00%,138.93,12.54%,B,
2025/10/1 00:26,NBIS,22.13%,10.00%,113.3,-12.13%,S,
2025/9/30 21:54,SNDK,22.09%,0.00%,117.34,-22.09%,S,
2025/9/30 21:54,NBIS,0.00%,22.00%,113.295,22.00%,B,
2025/9/30 20:57,CRCL,24.80%,0.00%,134.42,-24.80%,S,
2025/9/30 20:57,CRWV,0.00%,25.00%,133.51,25.00%,B,
2025/9/30 01:15,CRCL,46.25%,25.00%,135,-21.25%,S,
2025/9/30 01:15,SNDK,0.00%,21.00%,112.76,21.00%,B,
2025/9/29 23:52,CRCL,0.00%,46.00%,136,46.00%,B,
2025/9/29 23:52,TSLA,46.30%,0.00%,441.036,-46.30%,S,
2025/9/26 23:12,NBIS,15.40%,0.00%,103.47,-15.40%,S,
2025/9/26 23:12,TSLA,29.69%,45.00%,427.44,15.31%,B,
2025/9/26 20:59,TSLA,0.00%,30.00%,426.698,30.00%,B,
2025/9/26 16:04,CWEB,37.26%,0.00%,54.5,-37.26%,S,
2025/9/26 01:57,NBIS,10.50%,0.00%,107,-10.50%,S,
2025/9/25 22:04,INTW,32.57%,50.00%,37.022,17.43%,B,
2025/9/25 22:04,NBIS,0.00%,11.00%,110.53,11.00%,B,
2025/9/25 22:04,SQQQ,28.43%,0.00%,15.972,-28.43%,S,
2025/9/25 21:32,NBIS,29.17%,0.00%,108.97,-29.17%,S,
2025/9/25 21:32,SQQQ,0.00%,29.00%,15.7,29.00%,B,
2025/9/25 01:19,INTW,15.41%,30.00%,33.73,14.59%,B,
2025/9/25 01:19,SQQQ,14.81%,0.00%,15.575,-14.81%,S,
2025/9/25 00:29,NBIS,20.83%,30.00%,112,9.17%,B,
2025/9/25 00:29,SQQQ,24.06%,15.00%,15.61,-9.06%,S,
2025/9/24 23:54,SQQQ,0.00%,24.00%,15.55,24.00%,B,
2025/9/24 23:54,INTW,28.53%,15.00%,32.372,-13.53%,S,
2025/9/24 23:54,CWEB,50.21%,40.00%,56.75,-10.21%,S,
2025/9/24 22:05,INTW,0.00%,29.00%,32.77,29.00%,B,
2025/9/24 20:12,SNDK,29.82%,0.00%,105.36,-29.82%,S,
2025/9/24 18:20,NBIS,45.49%,20.00%,108.447,-25.49%,S,
2025/9/24 18:20,SMR,9.64%,0.00%,41.69,-9.64%,S,
2025/9/24 18:20,CWEB,0.00%,50.00%,56.41,50.00%,B,
2025/9/24 18:20,MU,15.05%,0.00%,163.1,-15.05%,S,
2025/9/24 00:05,SEI,9.84%,0.00%,40.35,-9.84%,S,
2025/9/24 00:05,SMR,0.00%,9.85%,43.17,9.85%,B,
2025/9/23 23:56,SNDK,24.06%,30.00%,108.6,5.94%,B,
2025/9/23 23:56,SEI,30.19%,10.00%,41.02,-20.19%,S,
2025/9/23 21:53,NBIS,30.21%,45.00%,108.244,14.79%,B,
2025/9/23 21:53,SEI,20.69%,31.00%,42.605,10.31%,B,
2025/9/23 21:53,NBIS,40.01%,30.00%,108.73,-10.01%,S,
2025/9/23 21:35,SNDK,15.33%,24.00%,108.2,8.67%,B,
2025/9/23 21:35,NBIS,49.30%,40.00%,107.525,-9.30%,S,
2025/9/23 16:52,SNDK,9.93%,15.00%,107.495,5.07%,B,
2025/9/23 16:52,SMR,19.83%,0.00%,44.14,-19.83%,S,
2025/9/23 16:52,MU,0.00%,15.00%,166.12,15.00%,B,
2025/9/23 01:00,SEI,19.88%,20.00%,40.084,0.12%,B,
2025/9/23 01:00,TSLL,20.40%,0.00%,20.27,-20.40%,S,
2025/9/23 01:00,SMR,0.00%,20.00%,45.4,20.00%,B,
2025/9/23 00:53,SNDK,20.10%,10.00%,104.15,-10.10%,S,
2025/9/23 00:53,SEI,10.26%,20.00%,40.54,9.74%,B,
2025/9/23 00:33,SEI,0.00%,10.00%,39.23,10.00%,B,
2025/9/23 00:33,QS,10.15%,0.00%,13.595,-10.15%,S,
2025/9/22 23:27,SNDK,38.76%,20.00%,102.7,-18.76%,S,
2025/9/22 23:27,NBIS,39.41%,48.70%,100.1,9.29%,B,
2025/9/22 23:27,QS,0.00%,10.00%,13.37,10.00%,B,
2025/9/22 21:52,SNDK,28.98%,40.00%,104.31,11.02%,B,
2025/9/22 21:52,NBIS,34.77%,38.00%,99.14,3.23%,B,
2025/9/22 21:52,NIO,14.70%,0.00%,7.119,-14.70%,S,
2025/9/22 21:42,SNDK,0.00%,29.00%,104.49,29.00%,B,
2025/9/22 21:42,SMR,28.46%,0.00%,43.06,-28.46%,S,
2025/9/20 00:23,NBIS,29.71%,34.00%,96.43,4.29%,B,
2025/9/20 00:23,TSLL,34.54%,20.00%,19.355,-14.54%,S,
2025/9/20 00:23,SMR,20.37%,30.00%,45.065,9.63%,B,
2025/9/19 23:29,NBIS,20.17%,29.40%,96.22,9.23%,B,
2025/9/19 23:29,TSLL,24.04%,35.00%,19.14,10.96%,B,
2025/9/19 23:29,UPST,19.67%,0.00%,68.78,-19.67%,S,
2025/9/19 22:31,NBIS,24.99%,20.00%,95.335,-4.99%,S,
2025/9/19 22:31,MSTX,28.84%,0.00%,25.105,-28.84%,S,
2025/9/19 22:31,TSLL,0.00%,24.00%,19.73,24.00%,B,
2025/9/19 22:31,SMR,0.00%,20.00%,44.47,20.00%,B,
2025/9/19 22:31,UPST,0.00%,20.00%,71.22,20.00%,B,
2025/9/19 22:31,TSLA,30.67%,0.00%,425.26,-30.67%,S,
2025/9/19 01:00,NBIS,15.47%,25.00%,96.573,9.53%,B,
2025/9/19 01:00,MSTX,20.17%,30.00%,26.573,9.83%,B,
2025/9/19 01:00,GRAB,9.89%,0.00%,6.319,-9.89%,S,
2025/9/19 01:00,TSLA,39.58%,30.00%,425.11,-9.58%,S,
2025/9/18 22:41,MSTX,0.00%,19.80%,26,19.80%,B,
2025/9/18 22:41,GRAB,19.90%,10.00%,6.365,-9.90%,S,
2025/9/18 22:41,TSLA,49.90%,40.00%,428.17,-9.90%,S,
2025/9/18 21:53,NBIS,19.84%,15.00%,93.55,-4.84%,S,
2025/9/18 21:53,GRAB,0.00%,20.00%,6.375,20.00%,B,
2025/9/18 21:53,NIO,20.10%,15.00%,7.35,-5.10%,S,
2025/9/18 21:53,TSLA,60.06%,50.00%,427.582,-10.06%,S,
2025/9/18 03:33,NBIS,0.00%,20.00%,94.255,20.00%,B,
2025/9/18 03:33,NIO,29.92%,20.00%,7.31,-9.92%,S,
2025/9/18 03:33,TSLA,70.08%,60.00%,426.998,-10.08%,S,
2025/9/18 03:18,NIO,15.06%,30.00%,7.276,14.94%,B,
2025/9/18 03:18,SQQQ,20.04%,0.00%,16.31,-20.04%,S,
2025/9/18 03:18,TSLA,63.92%,70.00%,423.302,6.08%,B,
2025/9/18 03:09,SQQQ,28.99%,20.00%,16.28,-8.99%,S,
2025/9/18 03:09,TSLA,55.56%,64.00%,421.65,8.44%,B,
2025/9/18 02:49,VIXY,15.28%,0.00%,32.88,-15.28%,S,
2025/9/18 02:49,TSLA,40.12%,55.00%,417.458,14.88%,B,
2025/9/18 02:43,TSLL,69.71%,0.00%,18.781,-69.71%,S,
2025/9/18 02:43,SQQQ,0.00%,29.70%,16.611,29.70%,B,
2025/9/18 02:43,TSLA,0.00%,40.00%,416.488,40.00%,B,
2025/9/17 23:12,NIO,0.00%,15.00%,7.26,15.00%,B,
2025/9/17 23:12,SOXS,15.09%,0.00%,6.09,-15.09%,S,
2025/9/17 00:39,TSLL,50.92%,70.00%,19.306,19.08%,B,
2025/9/17 00:39,QS,4.90%,0.00%,10.075,-4.90%,S,
2025/9/17 00:39,SOXS,23.72%,15.00%,6.164,-8.72%,S,
2025/9/17 00:39,VIXY,19.77%,15.00%,33.21,-4.77%,S,
2025/9/16 23:51,QS,9.56%,5.00%,10.22,-4.56%,S,
2025/9/16 23:51,SOXS,20.02%,24.00%,6.2,3.98%,B,
2025/9/16 23:50,AAPU,40.06%,0.00%,28.89,-40.06%,S,
2025/9/16 23:50,SOXS,41.22%,40.00%,6.194,-1.22%,S,
2025/9/16 23:50,VIXY,0.00%,10.00%,33.4,10.00%,B,
2025/9/16 23:10,TSLL,58.78%,50.00%,18.835,-8.78%,S,
2025/9/16 23:10,AAPU,41.22%,40.00%,28.84,-1.22%,S,
2025/9/16 23:10,QS,0.00%,10.00%,10.67,10.00%,B,
2025/9/15 22:08,TSLL,50.26%,60.00%,19.26,9.74%,B,
2025/9/15 22:08,AAPU,49.74%,40.00%,28.04,-9.74%,S,
2025/9/15 21:33,TSLL,73.77%,50.00%,19.375,-23.77%,S,
2025/9/15 21:33,AAPU,26.21%,50.00%,28.5,23.79%,B,
2025/9/12 22:52,AAPU,0.00%,28.80%,27.63,28.80%,B,
2025/9/12 22:52,CONL,28.84%,0.00%,35.43,-28.84%,S,
2025/9/12 22:00,NBIS,29.38%,0.00%,89.76,-29.38%,S,
2025/9/12 22:00,CONL,0.00%,29.40%,35.53,29.40%,B,
2025/9/12 21:49,NBIS,19.77%,30.00%,90.785,10.23%,B,
2025/9/12 21:49,BABX,38.11%,0.00%,42.55,-38.11%,S,
2025/9/12 21:49,TSLL,42.12%,70.00%,15.8,27.88%,B,
2025/9/12 20:14,NBIS,0.00%,20.00%,90.37,20.00%,B,
2025/9/12 20:14,BABX,50.59%,40.00%,41.4,-10.59%,S,
2025/9/12 20:14,TSLL,49.41%,40.00%,15.164,-9.41%,S,
2025/9/12 20:04,BABX,44.86%,50.00%,41.32,5.14%,B,
2025/9/12 20:04,TSLL,45.32%,50.00%,14.35,4.68%,B,
2025/9/12 20:04,NIO,9.82%,0.00%,6.04,-9.82%,S,
2025/9/11 22:56,BABX,39.87%,45.00%,40.13,5.13%,B,
2025/9/11 22:56,TSLL,40.13%,45.00%,14.09,4.87%,B,
2025/9/11 22:56,NIO,19.86%,10.00%,6.08,-9.86%,S,
2025/9/11 22:23,NBIS,10.04%,0.00%,91.66,-10.04%,S,
2025/9/11 22:23,BMNR,19.02%,0.00%,48.18,-19.02%,S,
2025/9/11 22:23,TSLL,31.07%,40.00%,13.95,8.93%,B,
2025/9/11 22:23,NIO,0.00%,20.00%,6.081,20.00%,B,
2025/9/11 22:02,NBIS,18.98%,10.00%,91.6,-8.98%,S,
2025/9/11 22:02,BMNR,10.54%,19.70%,50.055,9.16%,B,
2025/9/11 21:30,BMNR,10.19%,10.00%,46.48,-0.19%,S,
2025/9/11 21:03,NBIS,39.91%,20.00%,93.32,-19.91%,S,
2025/9/11 21:03,BABX,0.00%,39.88%,39.97,39.88%,B,
2025/9/11 01:31,BMNR,29.45%,10.00%,46.51,-19.45%,S,
2025/9/10 22:49,BABX,29.63%,0.00%,38.009,-29.63%,S,
2025/9/10 22:49,TSLL,0.00%,30.00%,13.67,30.00%,B,
2025/9/10 21:51,BMNR,20.72%,30.00%,47.66,9.28%,B,
2025/9/10 21:51,BABX,39.42%,30.00%,38.38,-9.42%,S,
2025/9/10 21:31,NBIS,26.57%,39.90%,94.525,13.33%,B,
2025/9/10 21:31,BABX,51.68%,40.00%,38.48,-11.68%,S,
2025/9/10 20:37,BMNR,0.00%,20.00%,46.41,20.00%,B,
2025/9/10 20:37,BILI,20.36%,0.00%,25.049,-20.36%,S,
2025/9/9 22:28,CRWV,21.77%,0.00%,99.47,-21.77%,S,
2025/9/9 22:28,BILI,0.00%,21.00%,24.41,21.00%,B,
2025/9/9 22:00,CRWV,19.71%,22.40%,103.112,2.69%,B,
2025/9/9 22:00,NBIS,9.00%,25.00%,89.04,16.00%,B,
2025/9/9 22:00,BILI,18.69%,0.00%,23.989,-18.69%,S,
2025/9/9 21:32,NBIS,0.00%,9.52%,93.139,9.52%,B,
2025/9/9 21:32,XPEV,9.50%,0.00%,20.7,-9.50%,S,
2025/9/9 21:30,XPEV,19.21%,9.50%,20.65,-9.71%,S,
2025/9/9 20:54,CRWV,0.00%,19.80%,98.387,19.80%,B,
2025/9/9 20:54,SOXS,29.35%,0.00%,6.8,-29.35%,S,
2025/9/9 16:05,BILI,0.00%,19.30%,23.615,19.30%,B,
2025/9/9 00:50,CRWV,9.93%,0.00%,94.68,-9.93%,S,
2025/9/9 00:50,SOXS,19.91%,29.84%,6.915,9.93%,B,
2025/9/9 00:17,TSLL,10.01%,0.00%,13.24,-10.01%,S,
2025/9/9 00:17,SOXS,9.79%,19.80%,6.89,10.01%,B,
2025/9/8 23:48,TSLL,19.68%,10.00%,13.2,-9.68%,S,
2025/9/8 23:48,SOXS,0.00%,9.76%,6.849,9.76%,B,
2025/9/8 22:55,BABX,40.33%,49.90%,35.49,9.57%,B,
2025/9/8 22:55,TSLL,39.58%,20.00%,13.419,-19.58%,S,
2025/9/8 22:55,XPEV,10.08%,20.00%,20.652,9.92%,B,
2025/9/8 22:33,CRWV,0.00%,9.97%,95.1,9.97%,B,
2025/9/8 22:33,BABX,44.83%,40.00%,35.249,-4.83%,S,
2025/9/8 22:33,TSLL,45.13%,40.00%,13.58,-5.13%,S,
2025/9/8 22:05,BABX,51.86%,45.00%,35.555,-6.86%,S,
2025/9/8 22:05,TSLL,48.14%,45.00%,20.598,-3.14%,S,
2025/9/8 22:05,XPEV,0.00%,10.00%,20.598,10.00%,B,
2025/9/5 21:42,BABX,39.80%,50.00%,30.15,10.20%,B,
2025/9/5 21:42,TSLL,30.18%,50.00%,13.601,19.82%,B,
2025/9/5 21:42,NAIL,30.02%,0.00%,96.105,-30.02%,S,